,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
8382,Dominion Range 03256,32608,Valid,L5,323.6,Found,2002.0,,,
8383,Dominion Range 03257,32609,Valid,LL5,341.0,Found,2002.0,,,
8384,Dominion Range 03258,32610,Valid,LL5,393.8,Found,2002.0,,,
8385,Dominion Range 03259,32611,Valid,LL6,395.9,Found,2002.0,,,
8386,Dominion Range 03260,7665,Valid,LL5,308.5,Found,2003.0,,,
8387,Dominion Range 03261,7666,Valid,LL5,215.4,Found,2003.0,,,
8388,Dominion Range 03262,7667,Valid,LL5,273.5,Found,2003.0,,,
8389,Dominion Range 03263,32612,Valid,LL6,95.3,Found,2002.0,,,
8390,Dominion Range 03264,32613,Valid,L5,83.3,Found,2002.0,,,
8391,Dominion Range 03265,32614,Valid,LL5,72.2,Found,2002.0,,,
8392,Dominion Range 03266,32615,Valid,L5,72.09999999999998,Found,2002.0,,,
8393,Dominion Range 03267,32616,Valid,LL5,72.5,Found,2002.0,,,
8394,Dominion Range 03268,32617,Valid,LL5,49.6,Found,2002.0,,,
8395,Dominion Range 03269,32618,Valid,LL5,61.8,Found,2002.0,,,
8396,Dominion Range 03270,7668,Valid,LL5,30.78,Found,2003.0,,,
8397,Dominion Range 03271,7669,Valid,LL5,36.59,Found,2003.0,,,
8398,Dominion Range 03272,7670,Valid,LL5,81.14,Found,2003.0,,,
8399,Dominion Range 03273,7671,Valid,LL5,39.53,Found,2003.0,,,
8400,Dominion Range 03274,7672,Valid,LL5,34.53,Found,2003.0,,,
8401,Dominion Range 03275,7673,Valid,LL5,24.36,Found,2003.0,,,
8402,Dominion Range 03276,7674,Valid,LL5,25.53,Found,2003.0,,,
8403,Dominion Range 03277,7675,Valid,LL5,16.07,Found,2003.0,,,
8404,Dominion Range 03278,7676,Valid,LL5,48.81,Found,2003.0,,,
8405,Dominion Range 03279,7677,Valid,LL5,41.08,Found,2003.0,,,
8406,Dominion Range 03280,7678,Valid,LL6,57.74,Found,2003.0,,,
8407,Dominion Range 03281,7679,Valid,LL6,11.34,Found,2003.0,,,
8408,Dominion Range 03282,7680,Valid,LL5,24.29,Found,2003.0,,,
8409,Dominion Range 03283,7681,Valid,L6,14.89,Found,2003.0,,,
8410,Dominion Range 03284,7682,Valid,L5,6.82,Found,2003.0,,,
8411,Dominion Range 03285,7683,Valid,L6,25.46,Found,2003.0,,,
8412,Dominion Range 03286,7684,Valid,H5,25.15,Found,2003.0,,,
8413,Dominion Range 03287,7685,Valid,L3,20.24,Found,2003.0,,,
8414,Dominion Range 03288,7686,Valid,L6,36.01,Found,2003.0,,,
8415,Dominion Range 03289,7687,Valid,H5,85.79,Found,2003.0,,,
8416,Dominion Range 03290,32619,Valid,L5,13.1,Found,2002.0,,,
8417,Dominion Range 03291,32620,Valid,L5,42.6,Found,2002.0,,,
8418,Dominion Range 03292,32621,Valid,H5,52.2,Found,2002.0,,,
8419,Dominion Range 03293,32622,Valid,LL5,34.1,Found,2002.0,,,
8420,Dominion Range 03294,32623,Valid,L5,31.3,Found,2002.0,,,
8421,Dominion Range 03295,32624,Valid,L5,20.6,Found,2002.0,,,
8422,Dominion Range 03296,32625,Valid,L5,42.8,Found,2002.0,,,
8423,Dominion Range 03297,32626,Valid,LL6,11.0,Found,2002.0,,,
8424,Dominion Range 03298,32627,Valid,L6,9.9,Found,2002.0,,,
8425,Dominion Range 03299,32628,Valid,L5,18.2,Found,2002.0,,,
8426,Dominion Range 03300,32629,Valid,L5,21.4,Found,2002.0,,,
8427,Dominion Range 03301,32630,Valid,L5,15.7,Found,2002.0,,,
8428,Dominion Range 08013,49521,Valid,CM2,28.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8429,Dominion Range 03302,32631,Valid,L5,13.1,Found,2002.0,,,
8430,Dominion Range 03303,32632,Valid,LL5,21.3,Found,2002.0,,,
8431,Dominion Range 03304,32633,Valid,L5,13.0,Found,2002.0,,,
8432,Dominion Range 03305,32634,Valid,LL5,26.4,Found,2002.0,,,
8433,Dominion Range 03306,32635,Valid,H4,21.0,Found,2002.0,,,
8434,Dominion Range 03307,32636,Valid,L5,14.5,Found,2002.0,,,
8435,Dominion Range 03308,32637,Valid,LL5,37.6,Found,2002.0,,,
8436,Dominion Range 03309,32638,Valid,H5,38.2,Found,2002.0,,,
8437,Dominion Range 03310,7688,Valid,LL5,13.75,Found,2003.0,,,
8438,Dominion Range 03311,7689,Valid,LL5,27.09,Found,2003.0,,,
8439,Dominion Range 03312,7690,Valid,H5,16.52,Found,2003.0,,,
8440,Dominion Range 03313,7691,Valid,H5,8.21,Found,2003.0,,,
8441,Dominion Range 03314,7692,Valid,L5,7.97,Found,2003.0,,,
8442,Dominion Range 03315,7693,Valid,LL5,12.6,Found,2003.0,,,
8443,Dominion Range 03317,7694,Valid,L5,11.39,Found,2003.0,,,
8444,Dominion Range 03318,34566,Valid,H5,2964.7,Found,2003.0,,,
8445,Dominion Range 03319,34567,Valid,L5,3449.7,Found,2003.0,,,
8446,Dominion Range 03320,34568,Valid,L5,2176.7,Found,2003.0,,,
8447,Dominion Range 08001,51058,Valid,Eucrite-br,1305.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8448,Dominion Range 08002,51059,Valid,LL-imp melt,173.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8449,Dominion Range 08003,51060,Valid,CM2,109.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8450,Dominion Range 08004,49515,Valid,CO3,294.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8451,Dominion Range 08005,49516,Valid,Eucrite-br,88.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8452,Dominion Range 08006,49517,Valid,CO3,667.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8453,Dominion Range 08007,51061,Valid,H5,24.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8454,Dominion Range 08008,51062,Valid,Eucrite-br,27.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8455,Dominion Range 08009,51063,Valid,CM2,5.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8456,Dominion Range 08010,49518,Valid,CM2,8.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8457,Dominion Range 08011,49519,Valid,Eucrite-br,3.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8458,Dominion Range 08012,49520,Valid,Ureilite,18.6,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8459,Dominion Range 08014,49522,Valid,Eucrite-br,19.6,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8460,Dominion Range 08015,49523,Valid,CM2,8.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8461,Dominion Range 08016,51064,Valid,CM2,6.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8462,Dominion Range 08017,52986,Valid,LL5,1021.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8463,Dominion Range 08018,52987,Valid,LL6,1447.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8464,Dominion Range 08019,51065,Valid,LL5,1434.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8465,Dominion Range 08020,52988,Valid,LL5,1020.6,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8466,Dominion Range 08021,53897,Valid,LL5,1009.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8467,Dominion Range 08022,52989,Valid,LL5,825.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8468,Dominion Range 08023,53898,Valid,LL6,834.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8469,Dominion Range 08024,53899,Valid,LL6,912.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8470,Dominion Range 08025,52990,Valid,LL6,566.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8471,Dominion Range 08026,52991,Valid,LL6,222.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8472,Dominion Range 08027,53900,Valid,LL6,240.6,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8473,Dominion Range 08028,53901,Valid,L5,281.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8474,Dominion Range 08029,53902,Valid,LL5,227.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8475,Dominion Range 08030,53903,Valid,L5,255.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8476,Dominion Range 08031,53904,Valid,LL6,325.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8477,Dominion Range 08032,52992,Valid,LL5,212.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8478,Dominion Range 08033,52993,Valid,LL5,319.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8479,Dominion Range 08034,52994,Valid,L5,96.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8480,Dominion Range 08035,52995,Valid,LL6,251.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8481,Dominion Range 08036,53905,Valid,LL6,153.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8482,Dominion Range 08037,52996,Valid,LL5,172.6,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8483,Dominion Range 08038,52997,Valid,LL6,131.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8484,Dominion Range 08039,52998,Valid,LL6,89.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8485,Dominion Range 08040,52999,Valid,LL6,106.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8486,Dominion Range 08041,53000,Valid,LL5,145.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8487,Dominion Range 08042,53001,Valid,LL6,125.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8488,Dominion Range 08043,53002,Valid,LL5,83.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8489,Dominion Range 08044,53003,Valid,LL6,124.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8490,Dominion Range 08045,53004,Valid,LL6,82.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8491,Dominion Range 08046,53005,Valid,LL5,122.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8492,Dominion Range 08047,53006,Valid,LL6,78.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8493,Dominion Range 08048,53007,Valid,LL6,64.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8494,Dominion Range 08049,53008,Valid,LL5,70.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8495,Dominion Range 08050,53009,Valid,LL6,154.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8496,Dominion Range 08051,53010,Valid,LL5,193.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8497,Dominion Range 08052,53011,Valid,LL5,88.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8498,Dominion Range 08053,53012,Valid,LL5,74.59999999999998,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8499,Dominion Range 08054,53013,Valid,L6,68.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8500,Dominion Range 08055,53014,Valid,LL6,44.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8501,Dominion Range 08056,53015,Valid,LL6,65.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8502,Dominion Range 08057,53016,Valid,L6,44.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8503,Dominion Range 08058,53017,Valid,LL6,54.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8504,Dominion Range 08059,53018,Valid,LL6,88.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8505,Dominion Range 08060,53906,Valid,LL6,49.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8506,Dominion Range 08061,53019,Valid,L5,48.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8507,Dominion Range 08062,53020,Valid,LL6,51.6,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8508,Dominion Range 08063,53907,Valid,LL6,58.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8509,Dominion Range 08064,53021,Valid,L5,39.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8510,Dominion Range 08065,53908,Valid,LL6,56.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8511,Dominion Range 08066,53022,Valid,LL5,115.6,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8512,Dominion Range 08067,53909,Valid,LL6,28.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8513,Dominion Range 08068,53910,Valid,LL6,19.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8514,Dominion Range 08069,53911,Valid,LL6,34.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8515,Dominion Range 08070,53912,Valid,LL6,35.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8516,Dominion Range 08071,53913,Valid,L6,23.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8517,Dominion Range 08072,53914,Valid,LL6,28.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8518,Dominion Range 08073,53915,Valid,LL6,25.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8519,Dominion Range 08074,53916,Valid,LL6,38.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8520,Dominion Range 08075,53917,Valid,LL6,20.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8521,Dominion Range 08076,53918,Valid,LL6,16.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8522,Dominion Range 08077,53023,Valid,LL6,19.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8523,Dominion Range 08078,53919,Valid,LL6,16.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8524,Dominion Range 08079,53920,Valid,LL6,12.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8525,Dominion Range 08080,53024,Valid,LL5,149.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8526,Dominion Range 08081,53025,Valid,LL5,193.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8527,Dominion Range 08082,53026,Valid,LL5,255.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8528,Dominion Range 08083,53027,Valid,LL6,220.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8529,Dominion Range 08084,53028,Valid,L5,247.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8530,Dominion Range 08085,53921,Valid,LL6,10.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8531,Dominion Range 08086,53922,Valid,LL5,28.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8532,Dominion Range 08087,53029,Valid,LL5,38.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8533,Dominion Range 08088,53923,Valid,L5,34.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8534,Dominion Range 08089,53030,Valid,LL6,53.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8535,Dominion Range 08090,53031,Valid,LL6,33.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8536,Dominion Range 08091,53924,Valid,L6,31.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8537,Dominion Range 08092,53925,Valid,LL6,47.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8538,Dominion Range 08093,53926,Valid,LL5,24.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8539,Dominion Range 08094,53927,Valid,L5,55.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8540,Dominion Range 08095,53928,Valid,L5,18.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8541,Dominion Range 08096,53032,Valid,LL6,28.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8542,Dominion Range 08097,53033,Valid,LL6,56.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8543,Dominion Range 08098,53929,Valid,LL5,21.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8544,Dominion Range 08099,53930,Valid,L6,21.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8545,Dominion Range 08100,53931,Valid,LL6,15.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8546,Dominion Range 08101,53932,Valid,LL6,22.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8547,Dominion Range 08102,53933,Valid,LL6,18.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8548,Dominion Range 08103,53034,Valid,LL5,14.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8549,Dominion Range 08104,53035,Valid,LL6,28.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8550,Dominion Range 08105,53934,Valid,LL6,13.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8551,Dominion Range 08106,53935,Valid,LL6,16.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8552,Dominion Range 08107,53936,Valid,LL6,16.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8553,Dominion Range 08108,53937,Valid,LL6,14.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8554,Dominion Range 08109,53938,Valid,LL5,23.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8555,Dominion Range 08110,53036,Valid,L6,86.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8556,Dominion Range 08111,53037,Valid,L6,36.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8557,Dominion Range 08112,53038,Valid,LL6,30.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8558,Dominion Range 08113,53039,Valid,LL6,58.6,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8559,Dominion Range 08114,53040,Valid,LL6,27.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8560,Dominion Range 08115,53041,Valid,H6,65.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8561,Dominion Range 08116,53042,Valid,LL5,95.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8562,Dominion Range 08117,53043,Valid,H5,43.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8563,Dominion Range 08118,53044,Valid,L5,102.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8564,Dominion Range 08119,53045,Valid,LL5,54.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8565,Dominion Range 08120,53939,Valid,LL6,7.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8566,Dominion Range 08121,53940,Valid,LL6,6.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8567,Dominion Range 08122,53941,Valid,L6,11.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8568,Dominion Range 08123,53942,Valid,LL6,20.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8569,Dominion Range 08124,53943,Valid,LL6,18.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8570,Dominion Range 08125,53944,Valid,L6,20.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8571,Dominion Range 08126,53945,Valid,L5,13.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8572,Dominion Range 08127,53946,Valid,L5,15.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8573,Dominion Range 08128,53947,Valid,LL6,18.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8574,Dominion Range 08129,53948,Valid,LL6,14.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8575,Dominion Range 08130,53949,Valid,H5,17.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8576,Dominion Range 08131,53950,Valid,H5,9.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8577,Dominion Range 08132,53951,Valid,LL6,14.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8578,Dominion Range 08133,53952,Valid,L5,9.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8579,Dominion Range 08134,53953,Valid,L5,14.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8580,Dominion Range 08135,53954,Valid,L5,12.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8581,Dominion Range 08136,53955,Valid,H5,18.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8582,Dominion Range 08137,53956,Valid,LL6,13.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8583,Dominion Range 08138,53957,Valid,L6,8.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8584,Dominion Range 08139,53958,Valid,CO3,21.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8585,Dominion Range 08140,53959,Valid,LL6,39.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8586,Dominion Range 08141,53960,Valid,LL6,20.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8587,Dominion Range 08142,53961,Valid,L5,21.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8588,Dominion Range 08143,53962,Valid,L6,13.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8589,Dominion Range 08144,53963,Valid,L5,35.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8590,Dominion Range 08145,53964,Valid,L5,20.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8591,Dominion Range 08146,53965,Valid,LL5,30.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8592,Dominion Range 08147,53966,Valid,LL6,44.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8593,Dominion Range 08148,53967,Valid,LL6,34.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8594,Dominion Range 08149,53968,Valid,H6,43.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8595,Dominion Range 08150,53969,Valid,LL6,12.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8596,Dominion Range 08151,53970,Valid,LL6,18.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8597,Dominion Range 08152,53971,Valid,H5,17.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8598,Dominion Range 08153,53972,Valid,LL6,9.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8599,Dominion Range 08154,53973,Valid,L5,10.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8600,Dominion Range 08155,53974,Valid,LL6,22.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8601,Dominion Range 08156,53975,Valid,LL6,14.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8602,Dominion Range 08157,53976,Valid,LL6,19.1,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8603,Dominion Range 08158,53977,Valid,L6,6.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8604,Dominion Range 08159,53978,Valid,L5,13.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8605,Dominion Range 08160,53979,Valid,LL6,35.6,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8606,Dominion Range 08161,53980,Valid,LL6,18.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8607,Dominion Range 08162,53981,Valid,H4,31.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8608,Dominion Range 08163,53982,Valid,L6,19.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8609,Dominion Range 08164,53983,Valid,L5,60.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8610,Dominion Range 08165,53984,Valid,LL6,50.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8611,Dominion Range 08166,53985,Valid,L6,38.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8612,Dominion Range 08167,53986,Valid,H5,37.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8613,Dominion Range 08168,53987,Valid,L5,20.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8614,Dominion Range 08169,53988,Valid,L6,38.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8615,Dominion Range 08170,53989,Valid,LL6,11.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8616,Dominion Range 08171,53990,Valid,LL6,17.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8617,Dominion Range 08172,53991,Valid,H6,38.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8618,Dominion Range 08173,53992,Valid,LL6,15.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8619,Dominion Range 08174,53993,Valid,LL6,28.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8620,Dominion Range 08175,53994,Valid,LL6,15.6,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8621,Dominion Range 08176,53995,Valid,LL6,8.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8622,Dominion Range 08177,53996,Valid,LL6,31.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8623,Dominion Range 08178,53997,Valid,LL6,22.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8624,Dominion Range 08179,53998,Valid,LL6,29.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8625,Dominion Range 08180,53999,Valid,LL5,22.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8626,Dominion Range 08181,54000,Valid,LL6,35.20000000000001,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8627,Dominion Range 08182,54001,Valid,LL5,42.7,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8628,Dominion Range 08183,54002,Valid,L6,28.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8629,Dominion Range 08184,54003,Valid,LL6,32.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8630,Dominion Range 08185,54004,Valid,LL6,49.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8631,Dominion Range 08186,54005,Valid,LL6,74.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8632,Dominion Range 08187,54006,Valid,LL6,27.9,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8633,Dominion Range 08188,54007,Valid,L6,77.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8634,Dominion Range 08189,54008,Valid,LL6,30.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8635,Dominion Range 08190,54009,Valid,LL6,15.5,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8636,Dominion Range 08191,54010,Valid,LL6,19.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8637,Dominion Range 08192,54011,Valid,LL6,23.3,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8638,Dominion Range 08193,54012,Valid,LL6,20.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
8639,Dominion Range 08194,54013,Valid,LL6,14.4,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)"
